Distance_(µm),Gray_Value
0.000,172.6667
0.440,172.9354
0.880,171.8357
1.320,177.3850
1.760,176.6714
2.200,178.1385
2.640,177.6995
3.081,182.1326
3.521,188.1925
3.961,192.2970
4.401,195.8052
4.841,196.1397
5.281,199.6995
5.721,198.9601
6.161,207.0235
6.601,209.0129
7.041,202.7699
7.481,203.6667
7.921,205.6174
8.361,205.0047
8.801,207.7230
9.242,208.7758
9.682,207.1080
10.122,205.5399
10.562,206.4883
11.002,205.2793
11.442,202.9765
11.882,206.0059
12.322,202.6995
12.762,204.6385
13.202,203.3333
13.642,205.5458
14.082,207.4366
14.522,205.2570
14.962,204.4695
15.403,205.6667
15.843,202.5446
16.283,202.0305
16.723,204.8803
17.163,205.5622
17.603,200.3052
18.043,203.5188
18.483,206.0587
18.923,204.3333
19.363,198.2019
19.803,199.4542
20.243,205.9836
20.683,209.0916
21.123,204.1784
21.564,200.1960
22.004,203.2793
22.444,206.3404
22.884,202.4460
23.324,201.4894
23.764,204.7488
24.204,206.1749
24.644,209.2113
25.084,206.3157
25.524,202.2770
25.964,198.1678
26.404,198.2817
26.844,200.4566
27.285,199.9413
27.725,201.2606
28.165,194.8357
28.605,195.1960
29.045,196.0986
29.485,201.1537
29.925,206.2676
30.365,201.1678
30.805,196.7512
31.245,198.9167
31.685,203.1127
32.125,204.4777
32.565,197.8380
33.005,198.2430
33.446,199.3521
33.886,205.5704
34.326,200.2042
34.766,198.9425
35.206,200.4648
35.646,201.3826
36.086,199.4084
36.526,197.0235
36.966,193.9624
37.406,199.3286
37.846,200.1620
38.286,204.7934
38.726,202.4319
39.166,204.0340
39.607,205.3075
40.047,201.9354
40.487,203.4601
40.927,205.9707
41.367,201.3216
41.807,200.5458
42.247,204.5211
42.687,204.8568
43.127,200.2676
43.567,205.9906
44.007,199.9671
44.447,200.8556
44.887,196.0540
45.327,202.1467
45.768,201.6009
46.208,205.2430
46.648,201.9554
47.088,199.9765
47.528,203.5962
47.968,201.8017
48.408,198.6080
48.848,200.3967
49.288,202.8967
49.728,200.9613
50.168,201.9883
50.608,204.5927
51.048,205.8451
51.489,204.1338
51.929,201.2300
52.369,200.8416
52.809,200.1878
53.249,201.9566
53.689,202.0376
54.129,200.9472
54.569,200.9671
55.009,200.4671
55.449,199.4061
55.889,200.1948
56.329,199.7559
56.769,197.6103
57.209,199.3779
57.650,203.1984
58.090,202.0610
58.530,200.6502
58.970,201.6573
59.410,201.3333
59.850,201.5446
60.290,207.0786
60.730,200.7653
61.170,202.0704
61.610,202.1408
62.050,199.5528
62.490,204.5000
62.930,201.6115
63.370,201.7371
63.811,201.6667
64.251,198.6667
64.691,201.8826
65.131,202.5164
65.571,198.9566
66.011,200.7347
66.451,203.3333
66.891,206.4413
67.331,205.0270
67.771,199.6596
68.211,195.8192
68.651,198.5164
69.091,200.6702
69.531,201.1455
69.972,199.7312
70.412,201.9718
70.852,202.0575
71.292,205.5070
71.732,202.2465
72.172,195.9343
72.612,197.0470
73.052,199.5399
73.492,203.1995
73.932,200.1268
74.372,201.7899
74.812,199.0587
75.252,196.6455
75.692,200.3239
76.133,203.5164
76.573,202.5446
77.013,199.7477
77.453,199.0610
77.893,201.7441
78.333,195.5798
78.773,193.9390
79.213,202.9906
79.653,207.8803
80.093,204.5916
80.533,201.7770
80.973,203.2817
81.413,204.4953
81.854,196.7911
82.294,196.1690
82.734,200.2864
83.174,204.6784
83.614,200.0000
84.054,200.7512
84.494,198.4742
84.934,198.4660
85.374,198.2817
85.814,199.0786
86.254,201.7136
86.694,203.0423
87.134,199.4390
87.574,196.3568
88.015,200.7089
88.455,202.4108
88.895,204.1878
89.335,198.6291
89.775,199.2300
90.215,201.3063
90.655,197.5869
91.095,202.1185
91.535,199.7700
91.975,201.3333
92.415,202.9695
92.855,205.2371
93.295,200.7136
93.735,199.1667
94.176,194.9225
94.616,201.5927
95.056,200.5258
95.496,199.0516
95.936,202.2606
96.376,201.0070
96.816,197.8404
97.256,199.0728
97.696,200.4836
98.136,207.1491
98.576,203.2207
99.016,200.4988
99.456,204.1714
99.896,204.3099
100.337,204.2770
100.777,196.9836
101.217,203.0329
101.657,199.9988
102.097,198.1643
102.537,199.5646
102.977,202.1596
103.417,203.6667
103.857,204.3568
104.297,208.7124
104.737,201.3028
105.177,202.3509
105.617,201.7324
106.058,200.6573
106.498,202.3615
106.938,201.7394
107.378,203.7934
107.818,201.2887
108.258,202.4483
108.698,202.0704
109.138,199.9108
109.578,200.6667
110.018,199.4624
110.458,200.9906
110.898,197.9202
111.338,201.6068
111.778,202.0376
112.219,203.4824
112.659,200.4883
113.099,199.9836
113.539,203.3333
113.979,204.4002
114.419,201.4742
114.859,200.3087
115.299,201.9131
115.739,201.8991
116.179,199.1362
116.619,201.5458
117.059,201.4883
117.499,199.6643
117.939,200.0939
118.380,200.3521
118.820,200.4014
119.260,203.3251
119.700,205.4178
120.140,207.7629
120.580,206.2160
121.020,205.6502
121.460,201.9014
121.900,202.9589
122.340,197.5963
122.780,198.9308
123.220,197.5915
123.660,199.2465
124.100,199.8193
124.541,204.3333
124.981,206.6667
125.421,203.6139
125.861,202.3333
126.301,204.5798
126.741,198.9249
127.181,202.9014
127.621,203.7019
128.061,202.5845
128.501,201.7653
128.941,199.2277
129.381,198.1174
129.821,199.0000
130.262,198.3897
130.702,198.4577
131.142,202.8263
131.582,203.3333
132.022,198.0939
132.462,202.5305
132.902,200.2840
133.342,205.1127
133.782,205.2770
134.222,203.9636
134.662,199.0117
135.102,200.9777
135.542,202.2770
135.982,206.5739
136.423,203.4859
136.863,205.3991
137.303,201.8169
137.743,207.3333
138.183,204.7042
138.623,200.2735
139.063,201.8122
139.503,202.2793
139.943,199.9953
140.383,202.0810
140.823,204.5023
141.263,206.0246
141.703,201.2230
142.143,200.9355
142.584,200.3099
143.024,205.6291
143.464,203.3639
143.904,199.4331
144.344,199.9343
144.784,205.1690
145.224,207.1127
145.664,205.8509
146.104,202.2066
146.544,200.4836
146.984,203.3474
147.424,201.0951
147.864,203.8028
148.304,202.1549
148.745,201.9507
149.185,205.6033
149.625,200.6244
150.065,202.6526
150.505,204.2559
150.945,205.0387
151.385,200.5587
151.825,201.6667
152.265,200.4836
152.705,201.3392
153.145,203.4977
153.585,204.8040
154.025,202.3333
154.465,201.9918
154.906,200.1925
155.346,202.9777
155.786,203.7207
156.226,206.8333
156.666,202.3333
157.106,202.3803
157.546,199.3333
157.986,199.9577
158.426,196.6667
158.866,196.4296
159.306,199.6268
159.746,201.5669
160.186,197.5164
160.627,199.4812
161.067,197.5563
161.507,202.4613
161.947,204.0423
162.387,200.4965
162.827,199.3521
163.267,199.9789
163.707,199.7371
164.147,200.6984
164.587,203.6362
165.027,206.0035
165.467,201.1737
165.907,200.6045
166.347,204.7465
166.788,204.6784
167.228,204.3568
167.668,206.1385
168.108,205.2676
168.548,205.7430
168.988,202.0235
169.428,205.8498
169.868,204.4084
170.308,202.3110
170.748,204.5540
171.188,204.0000
171.628,203.7559
172.068,199.8603
172.508,202.6056
172.949,201.4143
173.389,197.2535
173.829,193.5622
174.269,202.9906
174.709,211.5470
175.149,207.9695
175.589,202.9507
176.029,201.3944
176.469,207.1995
176.909,205.3850
177.349,201.1749
177.789,199.3052
178.229,197.7958
178.669,199.4812
179.110,204.8920
179.550,201.0704
179.990,202.3369
180.430,201.5516
180.870,201.1162
181.310,203.8263
181.750,203.4237
182.190,199.6221
182.630,200.4026
183.070,201.5023
183.510,195.7077
183.950,199.7019
184.390,204.9707
184.831,203.3944
185.271,202.4894
185.711,201.8099
186.151,200.7453
186.591,197.9765
187.031,198.1256
187.471,201.6667
187.911,204.8509
188.351,204.2254
188.791,202.9918
189.231,201.6620
189.671,202.3709
190.111,199.5634
190.551,205.0962
190.992,204.0610
191.432,198.5775
191.872,201.2347
192.312,203.9519
192.752,199.0070
193.192,203.6103
193.632,203.9108
194.072,206.1761
194.512,206.5023
194.952,199.3991
195.392,201.2394
195.832,208.2805
196.272,201.9883
196.712,198.8110
197.153,204.8451
197.593,206.5563
198.033,201.3333
198.473,206.1737
198.913,204.4554
199.353,197.1397
199.793,200.6596
200.233,198.6667
200.673,200.3052
201.113,203.7864
201.553,205.0587
201.993,202.7840
202.433,200.5399
202.874,204.9695
203.314,208.6432
203.754,204.9084
204.194,202.3897
204.634,200.7735
205.074,201.9859
205.514,197.8885
205.954,198.1033
206.394,202.2089
206.834,203.3333
207.274,206.3286
207.714,201.2535
208.154,204.5575
208.594,207.3568
209.035,207.8169
209.475,206.4319
209.915,203.6772
210.355,200.6667
210.795,199.3885
211.235,206.1690
211.675,207.7723
212.115,203.0939
212.555,199.3333
212.995,204.3146
213.435,206.4378
213.875,202.0376
214.315,199.3709
214.755,199.6197
215.196,202.8239
215.636,203.8756
216.076,201.5998
216.516,201.0000
216.956,200.1197
217.396,201.2230
217.836,204.3815
218.276,202.3286
218.716,200.1667
219.156,202.5892
219.596,202.9530
220.036,201.6009
220.476,200.8463
220.916,201.7207
221.357,207.3298
221.797,201.5023
222.237,201.2242
222.677,205.3028
223.117,204.6667
223.557,205.4977
223.997,209.8580
224.437,203.9859
224.877,192.6913
225.317,203.9906
225.757,208.8944
226.197,204.6502
226.637,203.4448
227.077,202.4460
227.518,207.4425
227.958,206.7582
228.398,208.9413
228.838,202.4883
229.278,202.2183
229.718,202.6831
230.158,203.5845
230.598,202.8826
231.038,201.6667
231.478,203.5939
231.918,206.0376
232.358,204.0141
232.798,208.1244
233.239,203.8803
233.679,198.3239
234.119,199.4883
234.559,202.3568
234.999,207.2066
235.439,206.1491
235.879,204.2254
236.319,205.6362
236.759,204.5352
237.199,203.4401
237.639,202.0329
238.079,201.2899
238.519,202.0282
238.959,202.7864
239.400,203.0141
239.840,205.2535
240.280,205.2371
240.720,202.0305
241.160,206.7606
241.600,208.6761
242.040,206.2441
242.480,208.3674
242.920,205.7934
243.360,208.3146
243.800,206.7676
244.240,208.0082
244.680,204.4930
245.120,205.7207
245.561,201.7254
246.001,202.5610
246.441,202.3803
246.881,210.9178
247.321,204.3685
247.761,199.3333
248.201,201.5023
248.641,206.7019
249.081,200.8779
249.521,201.4390
249.961,206.3333
250.401,209.9178
250.841,206.8592
251.281,206.3509
251.722,204.3568
252.162,209.6479
252.602,206.7699
253.042,205.0047
253.482,204.7183
253.922,209.9671
254.362,208.5117
254.802,207.8157
255.242,210.6479
255.682,213.7066
256.122,203.9084
256.562,204.0317
257.002,204.1784
257.443,203.3333
257.883,203.9836
258.323,203.6737
258.763,209.1502
259.203,209.0082
259.643,210.1408
260.083,202.7077
260.523,206.1033
260.963,207.9061
261.403,205.6549
261.843,206.9507
262.283,209.6338
262.723,210.8650
263.163,209.6479
263.604,204.3322
264.044,206.6244
264.484,212.9143
264.924,206.8639
265.364,207.2829
265.804,202.6667
266.244,202.9847
266.684,208.4483
267.124,211.7265
267.564,210.6291
268.004,209.8897
268.444,204.5493
268.884,199.0340
269.324,200.2113
269.765,205.4542
270.205,209.3638
270.645,208.9542
271.085,204.5681
271.525,205.2746
271.965,200.8920
272.405,201.9120
272.845,205.9437
273.285,209.0223
273.725,202.4319
274.165,210.2911
274.605,211.9812
275.045,210.9824
275.485,206.9648
275.926,205.9742
276.366,208.4601
276.806,206.4695
277.246,204.7582
277.686,207.5575
278.126,206.0798
278.566,204.7289
279.006,205.0892
279.446,209.5552
279.886,203.8545
280.326,203.2664
280.766,203.8521
281.206,208.0000
281.647,207.4883
282.087,210.0974
282.527,212.7183
282.967,207.2653
283.407,209.9953
283.847,213.0000
284.287,208.8310
284.727,214.0728
285.167,211.7418
285.607,212.7770
286.047,207.4812
286.487,207.1772
286.927,208.9718
287.367,216.8627
287.808,214.3239
288.248,209.8486
288.688,209.2958
289.128,210.6561
289.568,207.4977
290.008,213.0610
290.448,207.3662
290.888,215.3369
291.328,211.9084
291.768,219.9648
292.208,213.8732
292.648,210.9542
293.088,210.7254
293.528,210.9519
293.969,212.7230
294.409,214.8157
294.849,205.3404
295.289,210.7782
295.729,211.6667
296.169,210.2723
296.609,208.3357
297.049,209.2324
297.489,211.4695
297.929,218.2523
298.369,215.0000
298.809,215.3028
299.249,216.4977
299.689,211.6984
300.130,208.3404
300.570,215.8850
301.010,216.1643
301.450,216.3333
301.890,212.5399
302.330,213.0000
302.770,219.1033
303.210,213.1455
303.650,211.8028
304.090,217.7242
304.530,216.2723
304.970,218.8662
305.410,215.0423
305.850,217.8991
306.291,217.3333
306.731,214.5423
307.171,214.0892
307.611,217.7477
308.051,212.3239
308.491,213.2277
308.931,214.4437
309.371,219.1162
309.811,207.3756
310.251,208.1972
310.691,214.6690
311.131,217.4120
311.571,213.1925
312.012,213.4589
312.452,216.8333
312.892,215.9801
313.332,216.9390
313.772,216.2465
314.212,211.5704
314.652,208.7265
315.092,212.3145
315.532,215.7007
315.972,215.9906
316.412,216.2113
316.852,215.7465
317.292,213.2465
317.732,209.8357
318.173,211.8697
318.613,212.0000
319.053,216.5282
319.493,214.3333
319.933,212.8674
320.373,213.8498
320.813,216.5012
321.253,213.8404
321.693,215.7253
322.133,210.0000
322.573,215.3486
323.013,213.6948
323.453,214.3732
323.893,208.8498
324.334,213.5517
324.774,218.9272
325.214,216.9894
325.654,214.2864
326.094,214.2570
326.534,215.1854
326.974,214.2523
327.414,220.4131
327.854,213.1479
328.294,210.9108
328.734,212.3732
329.174,209.2864
329.614,214.3908
330.055,212.3545
330.495,210.3709
330.935,210.1174
331.375,214.0000
331.815,220.1502
332.255,225.1948
332.695,215.3662
333.135,212.4131
333.575,213.4601
334.015,216.4906
334.455,214.6948
334.895,216.5270
335.335,211.6362
335.775,214.7664
336.216,217.4507
336.656,219.6033
337.096,211.1150
337.536,210.0023
337.976,212.4507
338.416,210.3063
338.856,215.8122
339.296,220.9131
339.736,216.9718
340.176,213.3333
340.616,214.0399
341.056,216.3110
341.496,214.6761
341.936,215.5340
342.377,214.2324
342.817,217.1444
343.257,214.5963
343.697,216.6667
344.137,215.2254
344.577,216.2840
345.017,217.3991
345.457,214.9401
345.897,216.4601
346.337,217.3744
346.777,212.5352
347.217,215.8181
347.657,215.0916
348.097,220.0246
348.538,216.5211
348.978,213.7077
349.418,216.9366
349.858,216.9636
350.298,214.0423
350.738,214.7406
351.178,215.3005
351.618,214.0892
352.058,217.9953
352.498,213.8779
352.938,217.1056
353.378,215.6796
353.818,210.9765
354.258,213.1843
354.699,213.0000
355.139,209.2207
355.579,213.2911
356.019,210.6948
356.459,215.3639
356.899,222.4988
357.339,216.3709
357.779,218.5223
358.219,217.2207
358.659,212.8838
359.099,213.1972
359.539,216.8721
359.979,209.6573
360.420,211.8192
360.860,211.0845
361.300,210.9096
361.740,212.5399
362.180,220.2688
362.620,219.1455
363.060,218.7488
363.500,217.9272
363.940,219.9202
364.380,216.8873
364.820,211.3498
365.260,212.6033
365.700,214.0728
366.140,218.9202
366.581,215.7782
367.021,219.9202
367.461,216.4354
367.901,216.8122
368.341,220.6479
368.781,212.7300
369.221,212.0681
369.661,217.9812
370.101,216.8815
370.541,216.5892
370.981,217.9636
371.421,219.3333
371.861,217.6667
372.301,215.7887
372.742,217.0692
373.182,215.0000
373.622,214.6139
374.062,218.2394
374.502,223.2336
374.942,215.3333
375.382,212.3861
375.822,212.5915
376.262,222.9284
376.702,216.1455
377.142,212.5387
377.582,210.9484
378.022,219.4202
378.462,209.5070
378.903,218.1913
379.343,210.2934
379.783,215.2688
380.223,212.5117
380.663,212.4378
381.103,211.6526
381.543,217.3779
381.983,214.3521
382.423,211.7324
382.863,212.4883
383.303,213.7852
383.743,212.8967
384.183,210.5657
384.624,212.6455
385.064,215.5481
385.504,211.5775
385.944,213.2265
386.384,217.0446
386.824,214.9073
387.264,213.8404
387.704,216.8298
388.144,213.8427
388.584,216.4871
389.024,210.4178
389.464,212.4824
389.904,218.0704
390.344,222.7946
390.785,216.2019
391.225,213.9448
391.665,210.7887
392.105,213.1796
392.545,212.4836
392.985,217.6467
393.425,215.6526
393.865,213.7477
394.305,217.6150
394.745,222.6232
395.185,216.7934
395.625,219.8263
396.065,218.3286
396.505,216.5164
396.946,217.0141
397.386,218.6127
397.826,218.2535
398.266,216.7113
398.706,212.1808
399.146,216.8521
399.586,214.0047
400.026,213.6631
400.466,213.6244
400.906,216.8063
401.346,217.1784
401.786,221.3709
402.226,219.8169
402.666,218.7453
403.107,216.2864
403.547,220.4742
403.987,218.9014
404.427,214.3157
404.867,212.0610
405.307,215.7136
405.747,212.3803
406.187,216.6667
406.627,211.6855
407.067,208.5739
407.507,210.2230
407.947,213.9742
408.387,212.1972
408.828,214.2218
409.268,212.4272
409.708,213.4824
410.148,213.1878
410.588,212.8697
411.028,209.2606
411.468,214.4108
411.908,214.2488
412.348,212.3333
412.788,214.9037
413.228,214.5822
413.668,211.0845
414.108,209.8451
414.548,209.3239
414.989,213.3873
415.429,219.4789
415.869,220.5751
416.309,219.2066
416.749,217.5399
417.189,211.6995
417.629,210.6409
418.069,208.4131
418.509,215.9613
418.949,209.3427
419.389,213.3697
419.829,211.3263
420.269,212.8533
420.709,207.0704
421.150,207.2617
421.590,209.2465
422.030,212.5505
422.470,215.5305
422.910,217.0810
423.350,217.5235
423.790,214.7582
424.230,212.9718
424.670,212.3650
425.110,212.6784
425.550,215.0822
425.990,211.3099
426.430,218.5528
426.870,213.2324
427.311,215.9847
427.751,212.3662
428.191,212.4354
428.631,210.3826
429.071,213.5012
429.511,212.4836
429.951,210.0035
430.391,203.5282
430.831,206.5540
431.271,211.7746
431.711,221.0282
432.151,218.5329
432.591,216.2465
433.031,216.0516
433.472,216.4554
433.912,216.0423
434.352,213.0047
434.792,208.0235
435.232,205.6878
435.672,208.1502
436.112,212.8075
436.552,209.3099
436.992,211.9061
437.432,208.5000
437.872,211.8040
438.312,217.5023
438.752,215.1925
439.193,215.7160
439.633,217.9601
440.073,215.2300
440.513,214.2465
440.953,215.3333
441.393,213.4554
441.833,208.3427
442.273,209.4413
442.713,214.8967
443.153,214.3556
443.593,212.9155
444.033,213.8427
444.473,216.1455
444.913,217.8016
445.354,216.9437
445.794,215.7195
446.234,215.4437
446.674,218.1737
447.114,210.1925
447.554,210.7301
447.994,212.1549
448.434,212.4930
448.874,212.0282
449.314,212.0822
449.754,215.3498
450.194,220.2911
450.634,214.0845
451.074,213.1350
451.515,211.7676
451.955,220.6761
452.395,217.0047
452.835,222.3416
453.275,217.9108
453.715,216.3028
454.155,215.5023
454.595,213.8087
455.035,214.9390
455.475,219.3345
455.915,215.0423
456.355,209.7430
456.795,213.0986
457.236,216.2406
457.676,210.7465
458.116,212.9143
458.556,210.6315
458.996,209.1538
459.436,213.0000
459.876,210.8674
460.316,210.3545
460.756,215.4542
461.196,210.9484
461.636,216.0634
462.076,209.9037
462.516,210.5035
462.956,213.4038
463.397,212.5376
463.837,215.4061
464.277,213.8204
464.717,213.2254
465.157,219.9847
465.597,214.4577
466.037,216.5704
466.477,218.9906
466.917,219.2394
467.357,215.5352
467.797,219.2864
468.237,213.1127
468.677,214.0000
469.117,212.7441
469.558,216.1209
469.998,214.3944
470.438,216.7946
470.878,212.5047
471.318,209.7218
471.758,209.3286
472.198,208.3638
472.638,216.8779
473.078,218.8404
473.518,214.6291
473.958,218.6538
474.398,222.8873
474.838,219.3216
475.278,215.3756
475.719,221.3228
476.159,213.9296
476.599,210.4906
477.039,215.4413
477.479,220.9660
477.919,214.3709
478.359,212.5493
478.799,208.1033
479.239,213.8392
479.679,214.6667
480.119,217.8052
480.559,216.4507
480.999,215.8909
481.439,210.8099
481.880,215.0399
482.320,217.5822
482.760,216.9953
483.200,217.3310
483.640,214.7981
484.080,211.8545
484.520,209.4073
484.960,209.8592
485.400,212.6033
485.840,213.3991
486.280,215.9718
486.720,212.2699
487.160,216.0845
487.601,213.9812
488.041,213.6232
488.481,214.5540
488.921,216.5070
489.361,215.2207
489.801,215.5869
490.241,211.8169
490.681,213.2606
491.121,210.9437
491.561,211.3310
492.001,211.9601
492.441,219.3040
492.881,213.9061
493.321,218.5786
493.762,215.4155
494.202,217.4660
494.642,215.2441
495.082,218.6021
495.522,217.6268
495.962,212.5282
496.402,210.4836
496.842,213.3333
497.282,216.4225
497.722,222.8533
498.162,219.2207
498.602,217.0164
499.042,211.6315
499.482,209.0939
499.923,206.6667
